"id","email_id","personalisation","clarity","value_proposition","cta","overall","notes","score_error","scored_at","created_at","updated_at","created_by","updated_by"
210,234,2,7,6,7,5,"This is clearly a mass email template with no personalization beyond the recipient's name. The value proposition is reasonably clear but generic, and the CTA is straightforward with a booking link.",False,"2026-03-09 11:40:20.262763","2026-03-09 11:40:20.275414","2026-03-09 11:40:20.275416","craig","craig"
211,235,1,7,6,8,5,"This is a mass email template sent to dozens of recipients with zero personalization - same generic content for all. Clear structure and strong CTA, but the complete lack of tailoring and obvious bulk sending severely damages credibility.",False,"2026-03-09 11:40:20.262803","2026-03-09 11:40:20.275424","2026-03-09 11:40:20.275426","craig","craig"
212,236,2,7,6,8,5,"This is a mass email template with zero personalisation - identical content sent to 40+ recipients. Clear structure and strong CTA, but generic value proposition lacks specificity.",False,"2026-03-09 11:40:20.262848","2026-03-09 11:40:20.275434","2026-03-09 11:40:20.275436","craig","craig"
213,240,1,8,6,7,5,"This is clearly a mass email template with zero personalisation - identical content sent to dozens of recipients. The value proposition and CTA are decent, and the message is clear and well-structured.",False,"2026-03-09 11:40:20.262891","2026-03-09 11:40:20.275444","2026-03-09 11:40:20.275446","craig","craig"
214,241,2,7,6,7,5,"This is clearly a mass email template with only the recipient's name personalized. The value proposition mentions university access but lacks specificity about benefits, while the structure is clear with a direct booking CTA.",False,"2026-03-09 11:40:20.262934","2026-03-09 11:40:20.275454","2026-03-09 11:40:20.275456","craig","craig"
215,242,1,7,5,6,4,"This is clearly a mass email template with identical content sent to multiple recipients - zero personalisation. The value proposition is somewhat vague, and while there's a clear CTA to book a meeting, the overall approach feels very generic and impersonal.",False,"2026-03-09 11:40:20.262976","2026-03-09 11:40:20.275464","2026-03-09 11:40:20.275466","craig","craig"
216,246,2,7,6,8,5,"This is a mass email template with only the recipient's name changed - no personalization to the specific organization or individual's role. Clear structure and strong CTA, but the value proposition could be more compelling with specific benefits rather than just describing the service.",False,"2026-03-09 11:40:20.263019","2026-03-09 11:40:20.275474","2026-03-09 11:40:20.275476","craig","craig"
217,247,2,7,6,8,5,"This is clearly a mass email campaign with zero personalization - identical content sent to dozens of recipients. While the value proposition is clear (university marketing opportunities) and CTA is strong, the complete lack of tailoring severely undermines credibility and effectiveness.",False,"2026-03-09 11:40:20.26306","2026-03-09 11:40:20.275484","2026-03-09 11:40:20.275486","craig","craig"
218,248,1,7,6,8,5,"This is a generic mass email with zero personalisation - identical content sent to dozens of recipients. The value proposition is clear but generic, and the CTA is direct with a clear meeting link.",False,"2026-03-09 11:40:20.263102","2026-03-09 11:40:20.275494","2026-03-09 11:40:20.275496","craig","craig"
219,249,2,7,6,6,5,"This appears to be a mass email template sent to multiple theatre/arts professionals with only the first name personalized. The value proposition is clear (university freshers fair access) but lacks specific tailoring to each recipient's unique needs or company context.",False,"2026-03-09 11:40:20.263144","2026-03-09 11:40:20.275504","2026-03-09 11:40:20.275506","craig","craig"
220,250,2,7,6,8,5,"This is a mass-email template with zero personalisation - identical content sent to 45+ recipients. While the value proposition is clear and CTA strong, the lack of any tailoring makes it feel impersonal and spammy.",False,"2026-03-09 11:40:20.263188","2026-03-09 11:40:20.275514","2026-03-09 11:40:20.275516","craig","craig"
221,251,1,7,7,7,5,"This is a mass email template sent to 40+ recipients with zero personalization beyond first name. While the message is clear and offers relevant value to performing arts organizations, the complete lack of individual customization severely undermines its effectiveness.",False,"2026-03-09 11:40:20.263247","2026-03-09 11:40:20.275525","2026-03-09 11:40:20.275526","craig","craig"
222,253,1,8,7,8,6,"This is clearly a mass email template with zero personalisation - identical content sent to dozens of performing arts contacts. However, the message is well-structured with a clear value proposition about reaching Gen Z students through university events and includes a specific booking link CTA.",False,"2026-03-09 11:40:20.263289","2026-03-09 11:40:20.275534","2026-03-09 11:40:20.275536","craig","craig"
223,254,2,8,7,8,6,"This is clearly a mass-sent template email with no personalization beyond the recipient's name. However, it's well-structured with clear value proposition and strong call to action.",False,"2026-03-09 11:40:20.263326","2026-03-09 11:40:20.275544","2026-03-09 11:40:20.275546","craig","craig"
224,255,1,8,6,7,5,"This is clearly a mass template email with zero personalisation - same exact content sent to dozens of recipients. The message is clear and well-structured, with a decent value proposition for reaching Gen Z students.",False,"2026-03-09 11:40:20.263383","2026-03-09 11:40:20.275554","2026-03-09 11:40:20.275556","craig","craig"
225,258,3,7,6,8,6,"This is a mass-sent template email with only the first name personalized. While the value proposition is clear (university marketing opportunities) and the CTA is strong with a specific booking link, the lack of personalization beyond the name makes it generic outreach.",False,"2026-03-09 11:40:20.26342","2026-03-09 11:40:20.275565","2026-03-09 11:40:20.275566","craig","craig"
226,259,1,7,6,6,5,"This is a mass email template sent to dozens of recipients with zero personalisation - identical content regardless of recipient company or role. While the message is clear and offers specific value (university events for Gen Z audience), the complete lack of customisation severely undermines its effectiveness.",False,"2026-03-09 11:40:20.26346","2026-03-09 11:40:20.275575","2026-03-09 11:40:20.275577","craig","craig"
227,182,3,6,5,7,5,"Shows minimal personalisation beyond company name, lacks specific relevance to gaming industry. Clear CTAs but value proposition is generic and not compelling for Scopely's specific needs.",False,"2026-03-09 11:40:20.263497","2026-03-09 11:40:20.275585","2026-03-09 11:40:20.275587","craig","craig"
228,243,3,6,4,5,4,"The email uses humor but feels generic and template-driven. The value proposition mentions student reach but lacks specific benefits for gaming companies, and the multiple CTAs weaken focus.",False,"2026-03-09 11:40:20.263534","2026-03-09 11:40:20.275595","2026-03-09 11:40:20.275597","craig","craig"
229,267,3,6,5,7,5,"The email uses humor to address lack of response and includes specific company name, but feels generic and overly casual for B2B. The value proposition mentions student reach but lacks concrete benefits, while the CTA is clear but somewhat vague.",False,"2026-03-09 11:40:20.263571","2026-03-09 11:40:20.275605","2026-03-09 11:40:20.275607","craig","craig"
230,288,3,7,4,6,5,"The email uses a humorous, casual tone but lacks specific personalization to Christian or Scopely's business needs. The value proposition mentions student engagement but is vague about concrete benefits or results.",False,"2026-03-09 11:40:20.263629","2026-03-09 11:40:20.275617","2026-03-09 11:40:20.275619","craig","craig"
231,327,3,6,4,7,5,"The email uses humor to address non-response but lacks specific personalization to Talia or Scopely's business needs. The value proposition is vague about student marketing benefits, though the call-to-action is clear.",False,"2026-03-09 11:40:20.263668","2026-03-09 11:40:20.275627","2026-03-09 11:40:20.275629","craig","craig"
232,336,2,6,4,5,4,"Email uses humor but lacks genuine personalization for Sara specifically. Value proposition about student engagement is vague without concrete benefits or proof points.",False,"2026-03-09 11:40:20.263705","2026-03-09 11:40:20.275638","2026-03-09 11:40:20.27564","craig","craig"
233,468,4,6,5,7,5,"The humorous tone attempts personalization but the email is clearly templated across multiple recipients. The value proposition mentions student engagement but lacks specifics about benefits or ROI for gaming companies.",False,"2026-03-09 11:40:20.263849","2026-03-09 11:40:20.275648","2026-03-09 11:40:20.27565","craig","craig"
234,489,3,6,4,5,4,"The email uses a template approach with minimal personalization beyond the recipient's name and company. While the humorous tone attempts engagement, the value proposition remains vague about specific benefits for gaming companies like Playtika.",False,"2026-03-09 11:40:20.263899","2026-03-09 11:40:20.275659","2026-03-09 11:40:20.275661","craig","craig"
235,498,3,6,4,5,4,"The email uses a humorous approach but lacks specific personalization to Sally or Playtika Holding's gaming business. The value proposition is generic and the CTA is vague despite being present.",False,"2026-03-09 11:40:20.264302","2026-03-09 11:40:20.275669","2026-03-09 11:40:20.275671","craig","craig"
236,187,1,2,1,3,2,"This appears to be an internal operational email thread, not an outgoing sales email. It lacks sales value proposition and personalization typical of client-facing communication.",False,"2026-03-09 11:40:20.264368","2026-03-09 11:40:20.275679","2026-03-09 11:40:20.275681","craig","craig"
237,220,8,9,6,7,7,"Well-personalized response acknowledging Sophie's materials with clear, concise gratitude. However, it's very brief and doesn't offer additional value or specific next steps.",False,"2026-03-09 11:40:20.264402","2026-03-09 11:40:20.275689","2026-03-09 11:40:20.275691","craig","craig"
238,204,7,8,8,6,7,"Good personalisation with specific insights about Tesco Mobile's positioning and target audience. Clear value proposition about reaching students at a key decision point, but the CTA could be more specific about meeting format or agenda.",False,"2026-03-09 11:40:20.264438","2026-03-09 11:40:20.275699","2026-03-09 11:40:20.275701","craig","craig"
239,210,1,8,7,6,5,"This is clearly a mass template email sent to multiple recipients at the same company with zero personalization. While the message is clear and offers reasonable value, the lack of individual tailoring significantly undermines effectiveness.",False,"2026-03-09 11:40:20.264526","2026-03-09 11:40:20.275709","2026-03-09 11:40:20.275711","craig","craig"
240,216,2,8,7,6,5,"This is a mass email template sent to multiple Tesco contacts with zero personalisation beyond names. Clear structure and decent value proposition about student mobile habits, but the generic approach significantly weakens impact.",False,"2026-03-09 11:40:20.264563","2026-03-09 11:40:20.275719","2026-03-09 11:40:20.275721","craig","craig"
241,218,2,8,7,6,5,"Mass email blast with identical content to multiple recipients shows minimal personalisation. Clear structure and strong value proposition about student mobile habits, but CTA could be more specific about next steps.",False,"2026-03-09 11:40:20.26463","2026-03-09 11:40:20.275729","2026-03-09 11:40:20.275731","craig","craig"
242,219,1,8,7,6,5,"This is clearly a mass email blast with identical content sent to multiple Tesco Mobile contacts. While the message is clear and offers decent value proposition around student marketing, the complete lack of personalisation significantly undermines its effectiveness.",False,"2026-03-09 11:40:20.264664","2026-03-09 11:40:20.275739","2026-03-09 11:40:20.275741","craig","craig"
243,225,1,8,7,6,5,"This is clearly a mass email blast sent identically to multiple recipients with no personalisation whatsoever. The message is well-structured and clear, with a reasonable value proposition about reaching students, but the complete lack of tailoring severely undermines credibility.",False,"2026-03-09 11:40:20.264696","2026-03-09 11:40:20.275749","2026-03-09 11:40:20.275751","craig","craig"
244,228,2,8,7,7,6,"This is a mass outreach campaign with identical messages sent to multiple Tesco Mobile contacts, showing minimal personalisation. However, the email is well-structured with a clear value proposition about reaching university students and includes a specific call to action for scheduling a call.",False,"2026-03-09 11:40:20.264729","2026-03-09 11:40:20.275759","2026-03-09 11:40:20.275761","craig","craig"
245,232,1,8,7,6,5,"This is a mass-sent template email with zero personalization - identical content sent to 9 different recipients. While the message is clear and articulates value reasonably well, the complete lack of tailoring severely undermines credibility and effectiveness.",False,"2026-03-09 11:40:20.264763","2026-03-09 11:40:20.275769","2026-03-09 11:40:20.275771","craig","craig"
246,233,2,8,7,6,5,"This is clearly a mass outreach campaign with identical content sent to multiple recipients at the same company. While the message is well-structured and articulates value clearly, the lack of personalization and generic nature significantly weakens its effectiveness.",False,"2026-03-09 11:40:20.264796","2026-03-09 11:40:20.275779","2026-03-09 11:40:20.275781","craig","craig"
247,206,3,6,7,8,6,"Good value proposition for reaching Gen Z students and clear CTA with booking link, but minimal personalisation beyond recipient's name and generic questions about target audience.",False,"2026-03-09 11:40:20.264828","2026-03-09 11:40:20.275789","2026-03-09 11:40:20.275791","craig","craig"
248,294,2,8,7,8,6,"Clear rejection received but sender didn't acknowledge it. Good structure and CTA, but completely ignores recipient's explicit 'no' response.",False,"2026-03-09 11:40:20.264886","2026-03-09 11:40:20.2758","2026-03-09 11:40:20.275802","craig","craig"
249,226,8,9,7,9,8,"Highly personalized follow-up addressing specific budget concerns and organizational name. Clear, concise response with specific details and strong call to action.",False,"2026-03-09 11:40:20.26492","2026-03-09 11:40:20.27581","2026-03-09 11:40:20.275812","craig","craig"
250,263,8,7,6,8,7,"Good personalization with specific organization name and pricing accommodation. Clear CTAs for booking and artwork submission, but value proposition could be stronger by emphasizing event benefits beyond just table space.",False,"2026-03-09 11:40:20.264953","2026-03-09 11:40:20.27582","2026-03-09 11:40:20.275822","craig","craig"
251,274,7,6,8,8,7,"Strong personalisation with specific organization name and negotiated pricing. Clear value proposition with concrete offer details and deadline. However, clarity suffers from sending a correction email that references previous emails, creating potential confusion.",False,"2026-03-09 11:40:20.264987","2026-03-09 11:40:20.275831","2026-03-09 11:40:20.275833","craig","craig"
252,244,3,2,1,2,2,"This is a very weak follow-up email lacking substance. It provides no value proposition, minimal personalization beyond the recipient's name, has unclear next steps, and contains typos and poor formatting that hurt readability.",False,"2026-03-09 11:40:20.265021","2026-03-09 11:40:20.275841","2026-03-09 11:40:20.275843","craig","craig"
253,295,3,6,2,4,3,"The email is a generic follow-up that doesn't add value or acknowledge Jenny's specific situation (management meeting). The CTA is vague and the value proposition is unclear.",False,"2026-03-09 11:40:20.265054","2026-03-09 11:40:20.275852","2026-03-09 11:40:20.275854","craig","craig"
254,380,3,8,1,2,3,"Very brief acknowledgment with no personalization or value proposition. Clear but lacks any meaningful call to action or next steps.",False,"2026-03-09 11:40:20.265114","2026-03-09 11:40:20.275862","2026-03-09 11:40:20.275864","craig","craig"
255,265,8,7,8,6,7,"Strong personalisation with location-specific insights and follow-up context. Clear value prop with data-driven benefits, but multiple CTAs dilute focus and the message could be more concise.",False,"2026-03-09 11:40:20.265147","2026-03-09 11:40:20.275872","2026-03-09 11:40:20.275874","craig","craig"
256,271,8,7,9,6,8,"Strong personalisation with specific venue location insights and tailored benefits. Clear value proposition but somewhat lengthy structure impacts readability, and CTA could be more direct despite multiple options presented.",False,"2026-03-09 11:40:20.26518","2026-03-09 11:40:20.275882","2026-03-09 11:40:20.275884","craig","craig"
257,270,8,9,2,7,6,"This is a follow-up email in an existing conversation with good personalisation (mentions annual leave timing) and clear request, but lacks any value proposition as it's purely transactional.",False,"2026-03-09 11:40:20.265214","2026-03-09 11:40:20.275892","2026-03-09 11:40:20.275894","craig","craig"
258,280,6,8,2,4,5,"Well-personalized follow-up referencing the previous conversation and specific booking details, but lacks clear value proposition and has a weak/unclear call to action about amending the booking.",False,"2026-03-09 11:40:20.265249","2026-03-09 11:40:20.275902","2026-03-09 11:40:20.275904","craig","craig"
259,272,8,9,8,7,8,"Strong personalisation with specific insights about giffgaff's target audience and clear value proposition about reaching university students. The CTA could be more specific about the call's purpose and duration.",False,"2026-03-09 11:40:20.265282","2026-03-09 11:40:20.275912","2026-03-09 11:40:20.275914","craig","craig"
260,277,2,7,6,7,5,"This is clearly a mass email template sent to multiple giffgaff contacts with identical content. While the message is clear and has a decent value proposition, the lack of personalization significantly undermines its effectiveness.",False,"2026-03-09 11:40:20.265315","2026-03-09 11:40:20.275922","2026-03-09 11:40:20.275924","craig","craig"
261,282,1,7,8,6,5,"This is clearly a mass email sent to multiple recipients with identical content, showing zero personalisation. The value proposition is strong with clear market insight and specific metrics, but the generic approach undermines credibility.",False,"2026-03-09 11:40:20.265348","2026-03-09 11:40:20.275932","2026-03-09 11:40:20.275934","craig","craig"
262,284,2,8,7,6,5,"This appears to be a mass outreach email with identical content sent to multiple giffgaff contacts, showing very low personalisation. The message is clear and well-structured with a decent value proposition about reaching students, but the generic CTA could be more specific.",False,"2026-03-09 11:40:20.265381","2026-03-09 11:40:20.275942","2026-03-09 11:40:20.275944","craig","craig"
263,285,2,7,6,6,5,"This is clearly a mass template email sent to multiple giffgaff contacts with identical content and no personalization beyond the name. While the message is clear and has a decent value proposition about reaching students, the lack of tailoring significantly weakens its impact.",False,"2026-03-09 11:40:20.265415","2026-03-09 11:40:20.275952","2026-03-09 11:40:20.275954","craig","craig"
264,286,2,8,7,6,5,"This is clearly a mass email blast with identical content sent to multiple giffgaff contacts. While the message is well-structured and clearly communicates Native's student reach capabilities, the complete lack of personalization significantly undermines its effectiveness.",False,"2026-03-09 11:40:20.265448","2026-03-09 11:40:20.275962","2026-03-09 11:40:20.275964","craig","craig"
265,275,8,7,8,6,7,"Strong personalisation with specific location references and follow-up context. Clear value proposition for student marketing with compelling data points. Multiple CTAs dilute focus though structure remains reasonably clear.",False,"2026-03-09 11:40:20.26548","2026-03-09 11:40:20.275972","2026-03-09 11:40:20.275974","craig","craig"
266,422,8,7,8,6,7,"Well-personalized with specific location references and tailored benefits for BOX Headingley's LS6 location. Strong value proposition highlighting competitive advantages and revenue potential. Clear structure but lengthy, and CTA could be more direct given Olympia's expressed interest.",False,"2026-03-09 11:40:20.265512","2026-03-09 11:40:20.275982","2026-03-09 11:40:20.275984","craig","craig"
267,426,8,9,7,9,8,"Strong follow-up that confirms the free offer and provides clear next steps with specific requirements. Effectively maintains momentum toward the larger Freshers' Fair opportunity while handling immediate logistics professionally.",False,"2026-03-09 11:40:20.265544","2026-03-09 11:40:20.275993","2026-03-09 11:40:20.275995","craig","craig"
268,276,8,7,2,3,5,"This is a complaint response with strong personalisation and clear communication of disappointment, but lacks value proposition and has only an implicit CTA for resolution.",False,"2026-03-09 11:40:20.265576","2026-03-09 11:40:20.276003","2026-03-09 11:40:20.276005","craig","craig"
269,283,2,8,1,1,2,"This is a simple forwarding email with no personalisation, value proposition, or call to action - just passing along a customer complaint to management.",False,"2026-03-09 11:40:20.265609","2026-03-09 11:40:20.276013","2026-03-09 11:40:20.276015","craig","craig"
270,287,7,4,3,5,5,"Good personalisation referencing previous conversation about freshers fairs and outdoor space. Poor clarity due to confusing structure and formatting issues. Weak value proposition and unclear next steps.",False,"2026-03-09 11:40:20.265641","2026-03-09 11:40:20.276023","2026-03-09 11:40:20.276025","craig","craig"
271,425,3,6,2,4,3,"The email is very brief and lacks context about why brand disclosure matters. While the question is clear, it doesn't explain the value of sharing this information or provide clear next steps.",False,"2026-03-09 11:40:20.265673","2026-03-09 11:40:20.276033","2026-03-09 11:40:20.276035","craig","craig"
272,290,3,8,4,9,5,"Clear call to action for scheduling but lacks specific personalization beyond the name and vague reference to 'UK student audience'. Value proposition is implied rather than clearly articulated.",False,"2026-03-09 11:40:20.265705","2026-03-09 11:40:20.276046","2026-03-09 11:40:20.276048","craig","craig"
273,409,7,9,3,8,6,"Clear, concise response with specific availability showing good engagement, but lacks any value proposition or explanation of what they'll discuss in the call.",False,"2026-03-09 11:40:20.265738","2026-03-09 11:40:20.276056","2026-03-09 11:40:20.276058","craig","craig"
274,471,7,9,1,8,5,"Clear and concise scheduling confirmation with appropriate personalization, but lacks any value proposition about Native's services or benefits for the upcoming call.",False,"2026-03-09 11:40:20.265769","2026-03-09 11:40:20.276066","2026-03-09 11:40:20.276068","craig","craig"
275,296,7,6,6,5,6,"Good personalization with specific brand mention and relevant context about student feedback. Value proposition is somewhat clear but could be more specific about benefits and outcomes.",False,"2026-03-09 11:40:20.266932","2026-03-09 11:40:20.276076","2026-03-09 11:40:20.276078","craig","craig"
276,298,2,6,4,5,4,"This appears to be a poorly personalized template email - mentioning 'bars and craft beer brands' to a breakfast cereal company (Weetabix) shows minimal research or customization beyond changing the recipient name.",False,"2026-03-09 11:40:20.266977","2026-03-09 11:40:20.276086","2026-03-09 11:40:20.276088","craig","craig"
277,300,2,7,5,4,4,"This is clearly a mass email template with only the recipient name and company changed - evident from the copy-paste error mentioning 'bars and craft beer brands' to Weetabix. The value proposition of reaching 2.8M students is decent but lacks specificity for each business type.",False,"2026-03-09 11:40:20.267014","2026-03-09 11:40:20.276096","2026-03-09 11:40:20.276098","craig","craig"
278,305,2,7,6,4,5,"This is clearly a mass-sent template email with only the company name personalized. The value proposition of reaching 2.8 million students is decent but lacks specifics, and the CTA is vague rather than actionable.",False,"2026-03-09 11:40:20.267051","2026-03-09 11:40:20.276107","2026-03-09 11:40:20.276108","craig","craig"
279,312,2,6,5,4,4,"This is clearly a mass-sent template email with minimal personalization beyond company names, and contains a glaring error (wrong email address for Emily). The value proposition of reaching 2.8M students is clear but generic.",False,"2026-03-09 11:40:20.267086","2026-03-09 11:40:20.276116","2026-03-09 11:40:20.276118","craig","craig"
280,313,2,6,4,5,4,"This is clearly a mass template email with minimal personalization beyond company name substitution. The value proposition is vague and the success stories don't match Tony's Chocolonely's industry (bars/craft beer vs chocolate).",False,"2026-03-09 11:40:20.26712","2026-03-09 11:40:20.276126","2026-03-09 11:40:20.276128","craig","craig"
281,314,2,6,4,5,4,"This is clearly a mass template email with minimal personalisation beyond the recipient's name and company. The value proposition lacks specificity about what campus marketing actually entails or concrete benefits.",False,"2026-03-09 11:40:20.267154","2026-03-09 11:40:20.276137","2026-03-09 11:40:20.276139","craig","craig"
282,315,2,6,5,4,4,"This is clearly a mass-sent template email with minimal personalization beyond the recipient's name and company. The value proposition of reaching 2.8 million students is present but lacks depth and specificity for Weetabix's needs.",False,"2026-03-09 11:40:20.267187","2026-03-09 11:40:20.276147","2026-03-09 11:40:20.276149","craig","craig"
283,316,2,6,4,5,4,"This is clearly a mass template email with minimal personalization beyond the recipient's name and company. The value proposition of reaching 2.8 million students is mentioned but lacks specificity about benefits or outcomes for Weetabix specifically.",False,"2026-03-09 11:40:20.267219","2026-03-09 11:40:20.276157","2026-03-09 11:40:20.276159","craig","craig"
284,442,1,6,4,3,3,"This is clearly a mass template email with only the recipient name and company changed - zero genuine personalisation. The value proposition mentions student reach but lacks specificity about what services are actually offered or concrete benefits.",False,"2026-03-09 11:40:20.26725","2026-03-09 11:40:20.276168","2026-03-09 11:40:20.27617","craig","craig"
285,444,2,6,4,5,4,"This is clearly a mass template email with minimal personalization beyond the recipient's name and company. The value proposition mentions student reach but lacks specificity about benefits or outcomes for The Bierkeller specifically.",False,"2026-03-09 11:40:20.267281","2026-03-09 11:40:20.276178","2026-03-09 11:40:20.27618","craig","craig"
286,455,2,7,5,6,5,"This is clearly a mass-blast template email with minimal personalisation beyond the recipient's name and company. The value proposition mentions student reach but lacks specificity about what services are offered or concrete benefits.",False,"2026-03-09 11:40:20.267312","2026-03-09 11:40:20.276188","2026-03-09 11:40:20.27619","craig","craig"
287,457,2,7,6,5,5,"This is clearly a mass template email with only the recipient name and company changed - evident from the identical content across all emails and copy-paste errors (mentioning bars/beer for Weetabix). While the structure is clear, the lack of genuine personalization severely undermines credibility.",False,"2026-03-09 11:40:20.267343","2026-03-09 11:40:20.276198","2026-03-09 11:40:20.2762","craig","craig"
288,458,2,6,4,5,4,"This is clearly a mass template email with only the recipient name and company changed - evident from identical content across multiple recipients and awkward copy-paste errors. The message is clear but offers vague value proposition about student reach without specific benefits.",False,"2026-03-09 11:40:20.267373","2026-03-09 11:40:20.276208","2026-03-09 11:40:20.276211","craig","craig"
289,460,2,7,5,6,5,"This is clearly a mass-sent template email with minimal personalisation beyond the recipient's name and company. The value proposition mentions student reach but lacks specificity about benefits or outcomes for the recipient's business.",False,"2026-03-09 11:40:20.267404","2026-03-09 11:40:20.276219","2026-03-09 11:40:20.276221","craig","craig"
290,462,2,6,4,5,4,"This is clearly a mass-sent template email with only the recipient name and company changed - evident from the identical content across all emails and mismatched examples (mentioning bars/craft beer for Weetabix). The value proposition is vague and the CTA lacks specificity.",False,"2026-03-09 11:40:20.267434","2026-03-09 11:40:20.276229","2026-03-09 11:40:20.276231","craig","craig"
291,297,3,4,2,3,3,"This is a weak follow-up that lacks any compelling reason to respond. It offers no new information or value, and the vague question shows minimal effort to engage meaningfully with the recipient.",False,"2026-03-09 11:40:20.267466","2026-03-09 11:40:20.276239","2026-03-09 11:40:20.276241","craig","craig"
292,317,2,4,1,2,2,"Generic follow-up lacks specific details Blessie requested. No clear value proposition or compelling reason to respond, just another vague follow-up.",False,"2026-03-09 11:40:20.267498","2026-03-09 11:40:20.276249","2026-03-09 11:40:20.276251","craig","craig"
293,340,7,8,8,6,7,"Good personalisation with Chilango-specific messaging and proper name usage. Clear event details and value prop around student reach, but CTA could be more specific than 'discuss with management and come back'.",False,"2026-03-09 11:40:20.267529","2026-03-09 11:40:20.276259","2026-03-09 11:40:20.276261","craig","craig"
294,299,6,7,6,5,6,"Good personalisation with specific brand mention and student feedback, but the value proposition could be clearer about specific benefits, and the CTA is somewhat vague asking for a 'chat' rather than a specific next step.",False,"2026-03-09 11:40:20.267559","2026-03-09 11:40:20.276273","2026-03-09 11:40:20.276275","craig","craig"
295,301,1,2,1,1,1,"This appears to be just an auto-reply from Nicola indicating she's away until March 12th, with no actual sales content or response to Chris's original outreach about campus marketing opportunities.",False,"2026-03-09 11:40:20.26759","2026-03-09 11:40:20.276283","2026-03-09 11:40:20.276285","craig","craig"
296,310,7,6,5,4,6,"Good follow-up referencing Friday meeting and targets UK students specifically, but value proposition lacks detail and CTA is vague with multiple actions requested.",False,"2026-03-09 11:40:20.267621","2026-03-09 11:40:20.276293","2026-03-09 11:40:20.276295","craig","craig"
297,405,3,7,2,4,3,"The email lacks personalisation and value proposition - it's purely a request for information without offering any benefit to Jerri. The CTA is somewhat vague, asking for a product list without explaining why this would help Jerri.",False,"2026-03-09 11:40:20.267652","2026-03-09 11:40:20.276304","2026-03-09 11:40:20.276306","craig","craig"
298,486,7,8,4,9,7,"Email shows good context awareness with specific reference to Glen Moray and Wednesday presentation, but lacks clear value proposition about what Native offers. The CTA is very specific and actionable.",False,"2026-03-09 11:40:20.267683","2026-03-09 11:40:20.276314","2026-03-09 11:40:20.276316","craig","craig"
299,323,8,7,8,6,7,"Strong personalisation with YouFibre-specific messaging and clear value proposition for student market acquisition, but CTA could be more specific about meeting format/duration.",False,"2026-03-09 11:40:20.267716","2026-03-09 11:40:20.276324","2026-03-09 11:40:20.276326","craig","craig"
300,326,3,7,6,8,6,"Generic follow-up with minimal personalisation beyond company name, but clear structure and direct CTA. Value proposition is somewhat clear but lacks specificity about concrete benefits or outcomes for YouFibre.",False,"2026-03-09 11:40:20.267747","2026-03-09 11:40:20.276334","2026-03-09 11:40:20.276336","craig","craig"
301,331,3,7,6,6,5,"This is a generic follow-up email sent to multiple recipients with identical content, showing minimal personalisation. The value proposition around student engagement is reasonably clear but lacks specificity about outcomes or ROI.",False,"2026-03-09 11:40:20.267778","2026-03-09 11:40:20.276344","2026-03-09 11:40:20.276346","craig","craig"
302,332,2,7,6,6,5,"This is clearly a mass follow-up email with identical content sent to multiple recipients, showing minimal personalisation. The value proposition is reasonably clear but could be more specific about outcomes and ROI.",False,"2026-03-09 11:40:20.267809","2026-03-09 11:40:20.276354","2026-03-09 11:40:20.276356","craig","craig"
303,334,2,7,6,8,5,"This is a generic mass follow-up email sent to multiple YouFibre contacts with identical content, showing no personalization. The value proposition and CTA are clear but the lack of tailoring significantly weakens the approach.",False,"2026-03-09 11:40:20.267841","2026-03-09 11:40:20.276365","2026-03-09 11:40:20.276367","craig","craig"
304,335,2,7,6,6,5,"This is a generic follow-up template sent to multiple recipients with only names changed, showing minimal personalisation. The value proposition is somewhat clear but lacks specificity about outcomes or results.",False,"2026-03-09 11:40:20.267906","2026-03-09 11:40:20.276375","2026-03-09 11:40:20.276377","craig","craig"
305,343,2,7,6,8,5,"This is essentially a copy-paste follow-up with minimal personalisation (only the name changes from Trent to Liam). The value proposition is decent but generic, and the CTA is clear and specific.",False,"2026-03-09 11:40:20.26794","2026-03-09 11:40:20.276385","2026-03-09 11:40:20.276387","craig","craig"
306,344,7,8,7,6,7,"Good personalisation targeting Snapchat specifically and mentioning Gen Z habits. Clear value prop around campus engagement, but CTA could be more specific than 'quick chat to explore.'",False,"2026-03-09 11:40:20.267971","2026-03-09 11:40:20.276395","2026-03-09 11:40:20.276397","craig","craig"
307,346,7,4,3,6,5,"Good personalisation by acknowledging Dan's explanation and showing flexibility about timing. However, the email has several typos and grammatical errors that hurt clarity, and the value proposition is vague without clear benefits for Mind.",False,"2026-03-09 11:40:20.268003","2026-03-09 11:40:20.276405","2026-03-09 11:40:20.276407","craig","craig"
308,473,8,9,2,7,6,"Dan efficiently connects Sheraaz with the CYP team as promised, showing good follow-through, but doesn't explain what value this connection provides or what the CYP team does.",False,"2026-03-09 11:40:20.268033","2026-03-09 11:40:20.276415","2026-03-09 11:40:20.276417","craig","craig"
309,493,6,8,7,5,6,"Good personalisation with Dropbox-specific insights about Gen Z workflows, clear value proposition about reaching UK students, but CTA could be more specific about meeting purpose and next steps.",False,"2026-03-09 11:40:20.268065","2026-03-09 11:40:20.276426","2026-03-09 11:40:20.276428","craig","craig"
